SiteCode,SiteName,Latitude,Longitude,LocalAuthorityID,SiteClassification,HeadHeight,ToRoad,SiteLocationType,Indoor,SitePhotoURL,SiteDescription,SleepTime,BatteryStatus,BatteryPercentage,SignalStrength,SensorsHealthStatus,OverallStatus,DeviceCode,StartDate,EndDate,LastCommunication,InputPowerError,InputPowerCurrent,InputPowerVoltage,InputBatteryError,InputBatteryVoltage,ChargingStatus,SignalQuality,BatterySleepMultiplier,WeatherError,PMError,NO2Error,LatestINO2Value,LatestINO2Index,LatestINO2IndexSource,LatestIPM10Value,LatestIPM10NUMValue,LatestIPM1Value,LatestIPM1NUMValue,LatestIPM25Value,LatestIPM25Index,LatestIPM25IndexSource,LatestIPM25NUMValue,LatestRELHUMValue,LatestTEMPERATValue,SiteActive,SiteGroup,PowerTag,Enabled,OtherTags,OrganisationName,SponsorName,HourlyBulletinEnd
CLDP0305,Shelbourne Road,51.596641540527344,-0.057362545281648636,,Roadside,2.700000047683716,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/358cfbe73f074a3d04f4eb38883f68e579468ae55a86037f23586aa165f8fbc5,"Healthy Streets North Tottenham are a group of local residents striving for better, less polluted streets. We came together in 2020 to tackle the dominance that through-traffic has on our neighbourhood.

The rise in traffic has had a disproportionate effect on North Tottenham and the people who live here. Every day, residents experience 5000 vehicles passing their homes, which severely impacts our health, safety, lifestyle, social connections and ability to build a strong community. 

By harnessing the air quality data captured by this node, we hope to be able to persuade decision-makers at Haringey Council to take action on the ill effects of traffic pollution and implement changes which work for and benefit local residents. It will also help to raise awareness within the community and encourage others to tackle air pollution in North Tottenham.",300.0,charging,91.0,4-excellent,OK,healthy,A87F54RP,2022-03-18T14:08:05.507Z,,2023-12-14T12:02:00.017Z,0,4,22.435270309448242,0,3.881150007247925,2,26,1,0.0,0.0,0.0,,,,,,,,9.0,1.0,Measurement,,,,1,Community Programme Y1,Solar,Y,"Community Programme, Deployed, Haringey, Healthy Streets North Tottenham, Solar300, V2",Healthy Streets North Tottenham,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0306,Victoria Park Harriers,51.54447937011719,-0.03266606852412224,,Roadside,2.700000047683716,2.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/f383144602406aa19fb4497b370d0194fdf542a637b3cefe3f12c236d5294cae,"Victoria Park Harriers and Tower Hamlets Athletics Club is based at St. Augustine’s Hall in the north-east corner of Victoria Park in Tower Hamlets, London. It was formed in 2001 as a merger of Victoria Park Harriers (founded in 1926) and Tower Hamlets Athletics Club (founded in 1976). The club is open to all regardless of ability from the age of 9 upwards and coached training sessions occur at St. Augustine’s Hall, Mile End Stadium and the London Marathon Community Track at least twice a week. The active membership of approximately 450 athletes includes track, field, road and cross-country athletes, from beginners to Olympians. The club reflects the diversity of East London and has close links to local schools through our junior athletes.

While Mile End Stadium and the London Marathon Community Track are both over 50 metres away from busy roads and thus classified as urban background locations, St. Augustine’s Hall is about 20 metres from the A106, close to the junction with the A12, which results in poor air quality, as reported by the Breathe GB campaign, which found that St. Augustine’s Hall had the worst air quality of any sports facility in England with an average of 67 µg/m3 of NO2 and 17 µg/m3 of PM2.5 in 2018.

The Club is looking forward to using the data from the Breathe London node, which will improve the ability of Club members and local residents to avoid high pollution episodes and provide them with the data necessary to advocate for measures to improve local air quality.
",300.0,fully charged,99.0,4-excellent,OK,healthy,ABRRWPRN,2022-06-17T09:50:42.307Z,,2023-12-14T07:09:49.307Z,0,7,15.152547836303711,0,4.133774757385254,4,22,1,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,Community Programme Y1,Mains,Y,"Community Programme, Deployed, Mains1, Tower Hamlets, V2, Victoria Park Harriers",Victoria Park Harriers & Tower Hamlets Athletics Club,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0307,Elmhurst Gardens,51.5963020324707,0.030450522899627686,,Urban Background,2.700000047683716,32.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/25332ed634ec77e9d1c638ecf6f44e2f3003b0bfa8f598ee6096f476a81b2786,"This monitor was secured by Woodford Green resident Lydia Fraser-Ward to measure the levels of air pollutants in Elmhurst Gardens, E18. After spending two years visiting the park every day with her toddler, she became increasingly concerned about the air quality in the children’s playground and the effect it could be having on her son’s health. This area of the park backs onto the North Circular / A406 where it meets a major interchange with the M11 at the Charlie Brown’s Roundabout. After weeks of research she found that there were no air monitors provided by the local authority in the nearby vicinity, and that there was very limited data recorded specifically in parks and play areas relating to air pollution. Lydia joined clean air campaign group Mums for Lungs and reached out to a number of community groups, schools, environmental projects and parents in the local area to raise awareness about this issue. With their support she put together a short film to apply to the Breathe London Community Programme for this air quality node. The data will be used to inform whether further mitigation measures are needed to protect park and playground users from the motorway’s toxic air.",1200.0,charging,28.0,4-excellent,OK,offline,ARY39ZDQ,2022-03-22T10:42:37.717Z,,2023-12-01T10:38:57.263Z,0,7,17.32779884338379,0,3.431312084197998,2,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y1,Solar,Y,"Community Programme, Deployed, Mums for Lungs Redbridge, Redbridge, Solar300, V2",Mums for Lungs Redbridge,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0308,Porchester Road,51.51791000366211,-0.18901200592517853,,Roadside,2.6600000858306885,0.30000001192092896,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/6ac05a1b01f15e66ff630c3b07164fdf498a8e8587907cdba9fa101e0e6da540,"The location of the monitor (Porchester Road) was selected by the organiser as it is in the Bayswater Ward (where the resident’s association is located), close to a train station, busy road and the school the organiser is working in partnership with to raise awareness to children and the local community about air pollution. ",4800.0,charging,26.0,4-excellent,OK,healthy,ADVX0D1W,2022-04-25T09:51:57.943Z,,2023-12-14T07:13:26.320Z,0,2,2.858006715774536,0,3.423231363296509,7,31,16,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y1,Solar,Y,"Clean Air Bayswater, Community Programme, Deployed, Solar300, V2, Westminster",Clean Air Bayswater,City of Westminster,Dec 14 2023  3:00PM
CLDP0309,Lisson Grove,51.52263641357422,-0.16541782021522522,,Roadside,5.599999904632568,0.5,School,0,,,300.0,,,,,,A49RVQ3L,2023-03-31T12:00:00.000Z,2023-10-03T00:00:00.000Z,,0,4,1.6837996244430542,0,4.132043361663818,7,26,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,Westminster,Solar,Y,"Deployed, Replacement, Solar300, V2, ex Non GLA spare",City of Westminster,City of Westminster,Dec 14 2023  3:00PM
CLDP0310,Marylebone High Street,51.522003173828125,-0.15165899693965912,,Roadside,5.0,0.5,,0,,,300.0,,,,,,A25W9VTP,2022-03-22T06:29:21.593Z,2023-04-03T00:00:00.000Z,,0,3,1.2418228387832642,0,3.4301576614379883,7,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,0,Westminster,Unknown,Y,"LG17, Solar300, V2, Westminster, Withdrawn",City of Westminster,City of Westminster,Dec 14 2023  3:00PM
CLDP0311,Nutford Place,51.516727447509766,-0.16376399993896484,,Roadside,5.0,0.5,,0,,,300.0,,,,,,A3XD4G3M,2022-03-22T06:20:03.360Z,2023-04-03T00:00:00.000Z,,0,1,3.591886043548584,0,3.403221368789673,7,31,4,0.0,0.0,0.0,,,,,,,,,,,,,,0,Westminster,Unknown,Y,"At WC, In Office, Solar300, V2, Westminster, Withdrawn",City of Westminster,City of Westminster,Dec 14 2023  3:00PM
CLDP0312,Enford Street,51.520320892333984,-0.1624229997396469,,Roadside,5.0,0.5,,0,,,300.0,,,,,,A6RW5RM2,2022-03-22T06:22:27.500Z,2023-04-03T00:00:00.000Z,,0,5,0.07091418653726578,0,3.5940849781036377,7,30,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,Westminster,Unknown,Y,"LG17, Solar300, V2, Westminster, Withdrawn",City of Westminster,City of Westminster,Dec 14 2023  3:00PM
CLDP0313,Rossmore Road,51.52500534057617,-0.16462700068950653,,Roadside,5.0,0.5,,0,,,300.0,,,,,,AHSFF4P8,2022-03-22T06:24:27.650Z,2023-04-03T00:00:00.000Z,,0,2,0.031334176659584045,0,4.1212687492370605,7,31,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,Westminster,Unknown,Y,"LG17, Solar300, V2, Westminster, Withdrawn",City of Westminster,City of Westminster,Dec 14 2023  3:00PM
CLDP0314,Aybrook Street,51.51870346069336,-0.15288880467414856,,Roadside,5.0,0.5,,0,,,300.0,,,,,,ATP66LMB,2022-03-22T06:28:24.093Z,2023-04-03T00:00:00.000Z,,0,1,2.9487109184265137,0,3.641223669052124,7,31,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,Westminster,Unknown,Y,"In Office, Solar300, V2, Westminster, Withdrawn",City of Westminster,City of Westminster,Dec 14 2023  3:00PM
CLDP0315,Denmark Hill Hospital,51.46900177001953,-0.09380000084638596,,Roadside,2.5999999046325684,9.0,Hospital,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/abd13317f11fdc56cc42106c5323de24151ada300ec2893cb337b1bdec0e42d9,"This location has been chosen as it is adjacent to one of the two entrance roads to the Denmark Hill hospital site.  
Data from an ANPR camera records at least 60,000 vehicles a month enter the hospital site by this road.  
Located nearby is the main entrance to the Golden Jubilee Hospital Wing which is also the main drop off area for patient transport vehicles.    
The monitor is also next to the hospital pavement used by staff and visitors and a pedestrian crossing.   
It is hoped that a monitor in this location will record the impact of the vehicle activity on the air quality of staff and patients that visit or work on the Denmark Hill site and lead to initiatives that bring about an improvement in air quality.  
",300.0,fully charged,99.0,4-excellent,OK,healthy,AG5R906F,2022-04-21T14:27:54.747Z,,2023-12-14T07:33:52.573Z,0,4,15.231707572937012,0,4.129734516143799,4,31,1,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,South East London CCG,Mains,Y,"Deployed, King's NHS Trust, Lambeth, Mains300, V2",SE London Hospitals,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0316,A1203 - Shadwell,51.509552001953125,-0.06012526527047157,,Roadside,2.700000047683716,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/812d1245961392f686bdda795cbea63b1a744c6cb6553f1d80367e27d42fd07c,"The Node is located on a lampost on the A1203 (also known as 'The Highway') out the front of St George-in-the-East church in Shadwell. The location was chosen by Shadwell Responds, one of the groups in the Breathe London Community Programme. This is a busy arterial route from central London to the East. It is also a stretch of road used by local parents and children heading to school and the nearby swimming pool. Shadwell Responds and the local community have plans to develop a piazza to calm traffic and provide a safer and greener crossing area for pedestrians. The Node will help make the case for public realm improvements here.",300.0,charging,65.0,4-excellent,OK,healthy,A8FT4H8N,2022-04-27T11:10:52.693Z,,2023-12-14T12:08:15.377Z,0,11,16.013412475585938,0,3.6283326148986816,2,31,1,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,Community Programme Y1,Solar,Y,"Community Programme, Deployed, Solar300, St. George’s Neighborhood Action, Tower Hamlets, V2",Shadwell Responds,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0317,Warwick Road,51.490726470947266,-0.19646699726581573,,Roadside,3.0,1.2999999523162842,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/98f470f311543fe5e41cde135c860d268ea868ed3006a819289f7b341e6e80a2,"The Node is located on the corner of Trebvoir Road and Warwick Road. This location was chosen by Earl's Court Society, part of the Breathe London Community Programme. Warwick Road is a TfL red route and one-way system carrying three lanes of traffic north towards Kensington High Street. Warwick Road is a residential road with housing blocks on both sides of the road. This Node is the first air quality monitor dedicated to monitoring Warwick Road. Earl's Court Society is a large volunteer-led group who's aims are to protect, preserve and improve the Earl's Court area.",1200.0,discharging normally,32.0,4-excellent,OK,offline,ASN66MZC,2022-04-28T10:48:14.263Z,,2023-12-01T16:01:20.963Z,0,2,10.416139602661133,0,3.4534385204315186,7,29,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,Community Programme Y1,Solar,Y,"Community Programme, Deployed, Earls Court Society, Kensington and Chelsea, Solar300, V2",Earl's Court Society,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0318,Lodge Avenue Flyover,51.53879928588867,0.1127469539642334,,Roadside,2.700000047683716,0.5,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/35958775604f8ee56909574353dae51068213e1549a9864ec6f0114fa9d13a33,"This node, located on Wood Lane (RM8 3NT) has been integrated into a digital advertising display in the London Borough of Barking and Dagenham. These heavy footfall locations were specifically chosen to help provide useful data to Barking and Dagenham council.
 
The displays are operated by Out of Home media and infrasucture organisation Clear Channel UK, who are conducting the pilot to demonstrate how Local Authorities can integrate sensors into existing street furniture.",300.0,fully charged,99.0,4-excellent,OK,healthy,ABMKW4RK,2022-04-30T04:15:27.080Z,,2023-12-13T23:58:48.917Z,0,8,15.126161575317383,0,4.114534854888916,4,31,1,0.0,0.0,0.0,,,,,,,,,,,,,,1,Clearchannel,Mains,Y,"Barking and Dagenham, Clearchannel, Deployed, Mains1, V2",Clear Channel,Clear Channel,Dec 14 2023  3:00PM
CLDP0319,Putney High School junction on Carlton Road,51.457767486572266,-0.21825537085533142,,Roadside,2.5,3.0,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/6d60af3d14e1cc796bb51ba0e8cf4a4ae257c592693b567d5adc9575d432cf84,The location was chosen as it is close to a school (Putney High) and close to a busy road (Putney Hill).,1200.0,discharging normally,35.0,4-excellent,OK,offline,ANK0QV3Z,2022-04-13T14:00:03.830Z,,2023-12-01T15:39:12.860Z,0,2,10.460667610168457,0,3.4690232276916504,7,30,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,Wandsworth,Solar,Y,"Deployed, Solar300, V2, Wandsworth",Wandsworth,Wandsworth,Dec 14 2023  3:00PM
CLDP0320,Harris Academy South Norwood,51.4011116027832,-0.07454309612512589,,Urban Background,2.5,109.0,School,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/ea84398b09452b520addb1d02f7f34539f8ce5560c731c7006f3fccbf39fd43c,,300.0,charging,77.0,4-excellent,OK,healthy,A5L38R9F,2022-05-19T19:07:34.593Z,,2023-12-14T11:42:48.020Z,0,6,21.4952449798584,0,3.709719181060791,2,31,1,0.0,0.0,0.0,37.0,1.0,Measurement,,,,,7.0,1.0,Measurement,,,,1,Community Programme Y1,Mains,Y,"Community Programme, Croydon, Croydon Climate Action, Deployed, Mains1, V2",Croydon Climate Action,Bloomberg Philanthropies,Dec 14 2023  3:00PM
CLDP0321,Queen Mary's Hospital Sidcup,51.41947937011719,0.10308799892663956,,Roadside,3.0,0.5,Hospital,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/1e14a7f267790c1af2ae1940d5b417045ba3b688374d2cbc062d59ce8b190b92,"Main carpark , mounted on a street lamp post 3m above kerb stone, location of node will capture incoming traffic to site as well as TFL bus access route.",300.0,charging,59.0,3-good,OK,healthy,AN58KQ8Q,2022-05-23T14:18:27.123Z,,2023-12-14T08:26:05.990Z,0,2,10.74432373046875,0,3.592160940170288,7,17,1,0.0,0.0,0.0,,,,,,,,5.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Bexley, Deployed, OXLEAS NHS Foundation Trust, Solar300, V2",SE London Hospitals,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0322,Green Leaf Primary School,51.589942932128906,-0.025230834260582924,,Roadside,2.200000047683716,4.5,School,0,,"This node is located on the  boundary fence between Forest Road (E17) and Green Leaf Primary School, Walthamstow. Forest Road is a busy road that runs across the whole of the borough. We will be installing a green screen along the school boundary to help shield the playground from roadside pollution",300.0,charging,78.0,4-excellent,OK,healthy,A4CQ64RP,2022-05-13T12:02:02.000Z,,2023-12-14T11:23:10.707Z,0,10,14.753449440002441,0,3.7131824493408203,2,27,1,0.0,0.0,0.0,,,,,,,,8.0,1.0,Measurement,,,,1,Waltham Forest,Solar,Y,"Deployed, Shop Purchase, Solar300, V2, Waltham Forest",Waltham Forest,Waltham Forest,Dec 14 2023  3:00PM
CLDP0323,Elm Lodge Surgery,51.45212173461914,-0.09616536647081375,,Roadside,4.199999809265137,5.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/1b106bd1380c2b2688f74174f3bc0832c27b4fdf4c3a237391587ee7713996fa,The node is near the entrance of the surgery to assess the exposure of patients and staff visiting the surgery,300.0,charging,34.0,3-good,OK,healthy,A38Q1N13,2022-06-06T08:32:54.690Z,,2023-12-14T11:17:07.880Z,0,8,15.88642692565918,0,3.465944766998291,2,16,1,0.0,0.0,0.0,,,,,,,,6.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Deployed, Primary Care, Solar300, Southwark, V2",NHS SE London CCG,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0324,Orpington Hospital,51.36250305175781,0.09514875710010529,,Roadside,2.5,1.0,Hospital,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/4ad9253c8547e90efa13e6d0559ff83edd4f63479513ce6d8a5e9e47a57a8ee5,The location that has been chosen for the air quality monitor at Orpington Hospital is on the front facing wall of the building.  This is an area thought to be representative of the hospital site. It  is an area that would reflect the air quality generally as staff and patients enter and leave the hospital.   In front of this area are the disable car parking bays and nearby is the bus stop for the hospital.,300.0,fully charged,99.0,4-excellent,OK,healthy,A8K1L5DF,2022-05-30T09:01:27.050Z,,2023-12-14T12:06:35.363Z,0,5,15.20697021484375,0,4.123769760131836,4,27,1,0.0,0.0,0.0,,,,,,,,5.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Bromley, Deployed, King's NHS Trust, Solar300, V2",SE London Hospitals,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0325,UHL ED Entrance,51.453224182128906,-0.016984442248940468,,Urban Background,2.5,30.0,Hospital,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/0b2f54f90312bc34a1b5d0968ac14af96dfeb97e5607d90c576af7c9ee222b5d,"Lewisham current hospital was originally a workhouse dated around 1836. From a report in The Lancet in 1865 showed that the workhouse was essentially functioning as a hospital at that time and by 1894 part of the current site was opened which is still in use today. Today the hospital provides a full range of hospital and community services for people in Lewisham and Greenwich. 
The Breathe London Node is located on side of the building near the ambiance drop off  entrance, just off Lewisham High Street.
",300.0,charging,89.0,4-excellent,OK,healthy,A5FH8VYK,2022-06-07T08:19:18.070Z,,2023-12-14T11:41:56.123Z,0,8,21.289098739624023,0,3.841130256652832,2,31,1,0.0,0.0,0.0,38.0,1.0,Measurement,,,,,6.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Deployed, Lewisham, Lewisham and Greenwich NHS Trust, Solar300, V2",SE London Hospitals,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0326,Queen Elizabeth Hospital,51.47852325439453,0.0518839992582798,,Roadside,2.5,1.7000000476837158,Hospital,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/e6ea33cb1a93b3a87941e2823896062e3c6dc45df557e3c03021a36d8a9ebb93,"The hospital's name originates from the Queen Elizabeth Military Hospital, which occupied the site from 1977 until its closure in 1995, The military hospital had been built on the site of the former Shrapnel Barracks.
A new hospital was procured under a Private Finance Initiative (PFI) contract to replace the military hospital and to accommodate services previously provided at Greenwich District Hospital and Brook General Hospital in 1998 for South London Healthcare NHS Trust. South Thames was transferred to Lewisham Greenwich NHS Trust in 2013. 
The Breath London node is located on a post near the entrance road by Stadium road. 
",300.0,charging,59.0,4-excellent,OK,healthy,ABF970MZ,2022-05-27T13:20:09.173Z,,2023-12-14T07:11:27.633Z,0,4,0.05277334898710251,0,3.591968536376953,7,29,1,0.0,0.0,0.0,,,,,,,,7.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Deployed, Greenwich, Lewisham and Greenwich NHS Trust, Solar300, V2",SE London Hospitals,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0327,Sloane Square,51.492515563964844,-0.15712253749370575,,Roadside,3.5,2.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/750ff2b4f5243e5eb50f624007f068abf5a9b94f77e6b61ad91cea9ef1a6d287.jpg,"Better understanding and improving air quality in Chelsea is key to Cadogan’s vision for a more sustainable future. With specific targets set out to reduce vehicle traffic and support transition to zero-emission transport, this node will measure the impact of initiatives, and support collaborative work across the Royal Borough of Kensington and Chelsea and beyond.",300.0,fully charged,99.0,4-excellent,OK,healthy,AYR5C2BH,2022-06-28T08:57:49.123Z,,2023-12-14T10:06:55.693Z,0,8,15.056896209716797,0,4.15147590637207,4,29,1,0.0,0.0,0.0,,,,,,,,10.0,1.0,Measurement,,,,1,Cadogan Estate,Mains,Y,"Cadogan, Deployed, Kensington and Chelsea, Mains1, V2",Cadogan,Cadogan,Dec 14 2023  3:00PM
CLDP0328,Beckenham Beacon Hospital,51.4044303894043,-0.03216913715004921,,Roadside,2.200000047683716,0.0,,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/a764d4d83856c80faed70272644532bd3bf08056db9e48ad80f8e7c8fd7b43cb.jpg,This location has been chosen as an easily accessible location and near to the entrance but also is representative of where most people are going to be walking.,1200.0,charging,30.0,4-excellent,OK,healthy,A520Y11R,2022-08-23T15:17:31.357Z,,2023-12-14T11:31:06.767Z,0,7,20.566762924194336,0,3.4472815990448,2,29,4,0.0,0.0,0.0,,,,,,,,7.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Bromley, Deployed, Primary Care, Solar300, V2",SE London Hospitals,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0329,St Thomas’ Hospital A&E entrance,51.4989128112793,-0.11757340282201767,,Urban Background,2.5,20.0,Hospital,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/2aed8612e6d6e494caec1ca6546fabb4d78e806332c8320796e9ce09d41841c4.jpg,"As an NHS Trust, we would like to understand what levels of air pollution patients and staff entering the A&E entrance are exposed to and how this compares to other Guy’s and St Thomas’ NHS Foundation Trust sites. The proximity of busy Lambeth Palace Road but also queuing ambulances might mean this particular location is more heavily polluted than others on our sites.",300.0,charging,62.0,4-excellent,OK,healthy,AMLKW32G,2022-06-21T14:05:07.230Z,,2023-12-14T08:22:09.037Z,0,3,10.99169921875,0,3.6137101650238037,7,31,1,0.0,0.0,0.0,35.0,1.0,Measurement,,,,,7.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Deployed, Guy's and St Thomas' NHS Foundation Trust, Lambeth, Solar300, V2",SE London Hospitals,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0330,Woolstone Medical Centre,51.43880081176758,-0.03466799855232239,,Roadside,0.0,0.0,,0,,,1200.0,charging,28.0,4-excellent,OK,offline,AJGMPCPJ,2023-10-12T13:00:00.000Z,,2023-12-01T13:59:15.327Z,0,9,19.728986740112305,0,3.4345829486846924,2,24,4,0.0,0.0,0.0,,,,,,,,,,,,,,1,South East London CCG,Solar,Y,"Deployed, Lewisham, Primary Care, Replacement, Solar300, V2",NHS SE London CCG,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0331,Bethlam Royal Hospital,51.380821228027344,-0.028156999498605728,,Roadside,0.0,0.0,Hospital,0,,This site is near the main road,300.0,charging,81.0,4-excellent,OK,healthy,A9WDNLFN,2022-07-15T12:03:05.550Z,,2023-12-14T12:20:26.273Z,0,5,20.952669143676758,0,3.7572426795959473,2,31,1,0.0,0.0,0.0,,,,,,,,6.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Bromley, Deployed, Solar300, South London and Maudsley NHS Foundation Trust, V2",SE London Hospitals,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0332,"Royal Brompton Hospital, Fulham Wing",51.49052810668945,-0.17363899946212769,,Roadside,2.5,2.0,Hospital,0,https://clarity-davion-attachment.s3.us-west-2.amazonaws.com/363c9f59f752573e5eb2583337a5340ca7c3e6fea38b7025b8978b2ded7640e8.jpg,"As a hospital specialised in heart and lung care, we would like to understand what levels of air pollution patients and staff are exposed to when entering Fulham Wing and how this compares to other Guy’s and St Thomas’ NHS Foundation Trust sites. The proximity to busy Fulham Road as well as queuing ambulances are likely to contribute to poor air quality in this area.",300.0,fully charged,99.0,4-excellent,OK,healthy,A58MYYZG,2022-07-26T17:09:01.557Z,,2023-12-14T11:39:33.830Z,0,4,15.30756950378418,0,4.149359703063965,4,31,1,0.0,0.0,0.0,,,,,,,,10.0,1.0,Measurement,,,,1,South East London CCG,Solar,Y,"Deployed, Guy's and St Thomas' NHS Foundation Trust, Kensington and Chelsea, Solar300, V2",SE London Hospitals,NHS SE London CCG,Dec 14 2023  3:00PM
CLDP0333,Poplar Walk - Col3,51.37777328491211,-0.10172860324382782,,Roadside,4.199999809265137,1.5,,0,,The road has to deliver a high demand usage by peds / cyclists / private vehicles /public transport.  Construction traffic has added to this.,300.0,,,,,,A0VPQ6ZQ,2022-06-18T10:36:08.630Z,2023-11-15T00:00:00.000Z,,0,6,15.15584659576416,0,4.105106830596924,4,31,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,SLP -Croydon Construction,Mains,Y,"Closed, Construction, Croydon, Deployed, Mains300, South London Partnership, V2",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0334,Scarbrook Road - Col 6,51.371246337890625,-0.101631298661232,,Roadside,3.299999952316284,0.33000001311302185,,0,,The road has to deliver a high demand usage by peds / cyclists / private vehicles /public transport.  Construction traffic has added to this.,300.0,,,,,,AF8SDT8G,2022-06-18T10:11:20.603Z,2023-11-15T00:00:00.000Z,,0,10,15.190479278564453,0,4.099142551422119,4,31,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,SLP -Croydon Construction,Mains,Y,"Closed, Construction, Croydon, Deployed, Mains300, South London Partnership, V2",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0335,Cherry Orchard Road - Col13,51.37796401977539,-0.09113559871912003,,Roadside,4.0,0.75,,0,,Morello is high profile development.  The road has to deliver a high demand usage by peds / cyclists / private vehicles /public transport.  Construction traffic has added to this.  In addition we have a pit lane which reduces its capacity ,300.0,,,,,,ALJGMDHK,2022-06-18T04:27:35.987Z,2023-11-15T00:00:00.000Z,,0,12,15.211917877197266,0,4.114534854888916,4,31,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,SLP -Croydon Construction,Mains,Y,"Closed, Construction, Croydon, Deployed, Mains300, South London Partnership, V2",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0336,Dingwall Road - Col5,51.37567138671875,-0.0946659967303276,,Roadside,3.4000000953674316,1.899999976158142,,0,,The road has to deliver a high demand usage by peds / cyclists / private vehicles /public transport.  Construction traffic has added to this.  In addition we have a pit lane which reduces its capacity ,300.0,,,,,,ALYLPH6X,2022-06-18T08:20:59.420Z,2023-11-15T00:00:00.000Z,,0,5,15.108020782470703,0,4.1122260093688965,4,31,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,SLP -Croydon Construction,Mains,Y,"Closed, Construction, Croydon, Deployed, Mains300, South London Partnership, V2",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
CLDP0337,College Road - Col10,51.373992919921875,-0.09363040328025818,,Roadside,3.299999952316284,0.75,,0,,The road has to deliver a high demand usage by peds / cyclists / private vehicles /public transport.  Construction traffic has added to this.,300.0,,,,,,ANB427YP,2022-06-18T07:21:20.310Z,2023-11-15T00:00:00.000Z,,0,3,15.241602897644043,0,4.145126819610596,4,28,1,0.0,0.0,0.0,,,,,,,,,,,,,,0,SLP -Croydon Construction,Mains,Y,"Closed, Construction, Croydon, Deployed, Mains300, South London Partnership, V2",South London Partnership,South London Partnership,Dec 14 2023  3:00PM
